,pair,pvalue,hurst_exp,half_life,avg_cross_count,SharpeRatio,Annualised Return(%),Max Drawdown(%),Annualised Volatility(%)
181,"('Communication Services-Communication Services - 600050.SH.csv', 'Consumer Discretionary-Consumer Discretionary - 600104.SH.csv')",8.496758667064663e-16,0.0030156848599295323,85.6766091565181,122.98151950718686,4.631167385658689,3.5399261013826533,26.8487543547274,15.504611024375215
